DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL,Indicator_0,Indicator_1,Indicator_2,Indicator_3
2021-03-08,EQ,1542.0,1555.0,1512.5,1530.0,1522.0,1519.5,1530.38,1641.0,738.75,7558525,11567437062.0,202940,HDFCBANK,1555.0,1518.35,1555.0,1518.35
2021-03-09,EQ,1545.0,1565.7,1538.25,1519.5,1563.95,1562.5,1556.52,1641.0,738.75,7533348,11725810547.5,190281,HDFCBANK,1565.7,1516.415,1565.7,1516.415
2021-03-10,EQ,1572.0,1575.0,1552.15,1562.5,1556.5,1555.75,1559.83,1641.0,738.75,5527508,8621972797.4,170939,HDFCBANK,1575.0,1508.0449999999998,1575.0,1508.0449999999998
2021-03-12,EQ,1600.0,1600.0,1535.05,1555.75,1548.0,1551.95,1569.97,1641.0,738.75,7815602,12270253748.85,236912,HDFCBANK,1600.0,1498.8049999999998,1600.0,1498.8049999999998
2021-03-15,EQ,1548.4,1548.4,1515.3,1551.95,1530.35,1528.65,1525.05,1641.0,738.75,6115242,9326041068.75,169992,HDFCBANK,1548.4,1492.7399999999998,1548.4,1492.7399999999998
2021-03-16,EQ,1530.9,1540.4,1510.0,1528.65,1516.0,1512.15,1523.05,1641.0,738.75,6861183,10449909401.05,206602,HDFCBANK,1540.4,1495.245,1540.4,1495.245
2021-03-17,EQ,1524.25,1539.0,1490.2,1512.15,1492.2,1495.35,1514.12,1641.0,738.75,10532214,15947042105.9,227416,HDFCBANK,1539.0,1493.395,1539.0,1493.395
2021-03-18,EQ,1511.75,1522.05,1481.15,1495.35,1493.75,1491.0,1504.98,1641.0,738.75,9032770,13594097521.25,242311,HDFCBANK,1522.05,1492.5349999999999,1522.05,1492.5349999999999
2021-03-19,EQ,1485.0,1511.2,1474.05,1491.0,1492.0,1497.5,1487.08,1641.0,738.75,10617510,15789044661.05,258063,HDFCBANK,1511.2,1488.395,1511.2,1488.395
2021-03-22,EQ,1494.9,1494.9,1460.4,1497.5,1474.0,1469.15,1473.27,1641.0,738.75,7007816,10324419176.2,257662,HDFCBANK,1494.9,1482.6699999999998,1494.9,1482.6699999999998
2021-03-23,EQ,1470.0,1507.45,1469.1,1469.15,1505.65,1500.15,1487.07,1641.0,738.75,9880714,14693349487.35,275690,HDFCBANK,1507.45,1480.475,1507.45,1480.475
2021-03-24,EQ,1490.9,1506.45,1471.0,1500.15,1481.1,1478.8,1489.09,1641.0,738.75,8184450,12187419081.3,229246,HDFCBANK,1506.45,1473.74,1506.45,1473.74
2021-03-25,EQ,1490.2,1495.55,1450.25,1478.8,1468.0,1463.35,1468.53,1641.0,738.75,11982178,17596198111.75,371490,HDFCBANK,1495.55,1468.035,1495.55,1468.035
2021-03-26,EQ,1494.0,1499.0,1474.0,1463.35,1497.55,1491.3,1486.8,1641.0,738.75,6010629,8936579563.25,186603,HDFCBANK,1499.0,1458.405,1499.0,1458.405
2021-03-30,EQ,1506.65,1562.55,1501.55,1491.3,1548.8,1553.7,1537.72,1641.0,810.0,12804032,19689049326.9,229161,HDFCBANK,1562.55,1449.31,1562.55,1449.31
2021-03-31,EQ,1548.0,1548.0,1488.0,1553.7,1494.4,1493.65,1499.76,1641.0,810.0,15387253,23077192205.2,362409,HDFCBANK,1548.0,1436.95,1548.0,1436.95
2021-04-01,EQ,1499.4,1499.4,1465.0,1493.65,1492.5,1486.75,1480.53,1641.0,810.0,17881881,26474705849.45,338659,HDFCBANK,1499.4,1430.45,1499.4,1430.45
2021-04-05,EQ,1480.0,1485.0,1431.0,1486.75,1450.2,1449.6,1451.04,1641.0,826.1,8003293,11613125554.75,238305,HDFCBANK,1485.0,1423.0149999999999,1485.0,1423.0149999999999
2021-04-06,EQ,1460.0,1462.65,1432.65,1449.6,1442.0,1440.25,1444.46,1641.0,826.1,7537867,10888166737.05,215174,HDFCBANK,1462.65,1417.195,1462.65,1417.195
2021-04-07,EQ,1439.3,1456.7,1421.55,1440.25,1447.25,1447.2,1445.04,1641.0,826.1,12544090,18126686315.6,208801,HDFCBANK,1456.7,1415.4199999999998,1456.7,1415.4199999999998
2021-04-08,EQ,1453.0,1460.9,1430.5,1447.2,1434.0,1432.8,1445.54,1641.0,826.1,8806796,12730541278.95,223974,HDFCBANK,1460.9,1412.1149999999998,1460.9,1412.1149999999998
2021-04-09,EQ,1426.0,1432.8,1415.1,1432.8,1423.5,1421.75,1422.88,1641.0,826.1,14078908,20032618013.65,214798,HDFCBANK,1432.8,1409.3149999999998,1432.8,1409.3149999999998
2021-04-12,EQ,1393.0,1399.0,1353.0,1421.75,1375.2,1367.05,1374.47,1641.0,826.1,11274564,15496590803.5,406501,HDFCBANK,1399.0,1411.0099999999998,1399.0,1411.0099999999998
2021-04-13,EQ,1368.0,1406.45,1361.0,1367.05,1401.0,1400.35,1383.23,1641.0,826.1,9300341,12864536273.5,189809,HDFCBANK,1406.45,1421.985,1406.45,1421.985
2021-04-15,EQ,1405.0,1436.7,1391.0,1400.35,1434.25,1430.1,1410.25,1641.0,826.1,17222492,24287966847.35,317928,HDFCBANK,1436.7,1429.1999999999998,1436.7,1429.1999999999998
2021-04-16,EQ,1434.95,1445.0,1423.5,1430.1,1430.9,1428.65,1436.06,1641.0,826.1,7803263,11205942978.0,188460,HDFCBANK,1445.0,1427.4199999999996,1445.0,1427.4199999999996
